date    slug    title    citation
2024-06-14    burrIII    Enhanced Real-Life Data Modeling with the Modified Burr III Odds Ratio–G Distribution    Yang, H.; Huang, M.; Chen, X.; He, Z.; Pu, S. Enhanced Real-Life Data Modeling with the Modified Burr III Odds Ratio–G Distribution. Axioms 2024, 13, 401. https://doi.org/10.3390/axioms13060401
